Timestamp,How are you currently using Rust to make games? Select the most intensive (last) option that applies.,What Rust-based game engine do you primarily use?,"What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Long compile and iteration times]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Problems with Rust itself (other than compile times)]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Problems in platform-abstracting crates like winit or wgpu]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Inadequate learning materials or docs]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Poor tooling for artists and game designers]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Difficulty paying to get open source problems fixed]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Lack of console support]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Immature mobile support]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Immature web support]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Bugs in the engine I use]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Missing features in the engine I use]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Difficulty hiring experts who know Rust]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Poor performance]","If you could magically add or fix three things about Rust itself, what would they be?"
4/29/2024 15:53:07,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,1,1,3,3,0,1,1,3,1,1,0,0,"1) Slightly relaxed checks for type aliases are literally the main thing I can think of, and I don’t know how feasible it could actually be (and it’s a relatively small thing)"
4/29/2024 15:56:01,"Actually, I only use Rust to make game engines or tools for gamedev.",No engine / in-house engine,2,2,2,3,3,0,2,1,1,1,4,0,0,"Partial borrows, orphan rule, better reflection"
4/29/2024 15:57:19,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,0,2,1,5,0,0,0,0,1,5,0,0,"First-class compile-time reflection
Built in system for live reload of dylibs
Stabilized std::simd"
4/29/2024 15:57:48,"Actually, I only use Rust to make game engines or tools for gamedev.",No engine / in-house engine,1,1,2,1,1,0,2,3,3,0,0,0,0,1. Better conditional compilation mechanisms 2. More ergonomic lifetimes 3. More ergonomic/less verbosa usage of Rc<RefCell<>>
4/29/2024 16:01:27,I'm still learning.,Bevy,5,3,2,3,2,0,0,1,1,1,4,0,2,Windows compile times as good as Linux. Need to use WSL to get decent compile time and rust analyzer experience.
4/29/2024 16:02:29,I'm still learning.,Bevy,5,2,3,0,1,0,3,3,1,0,2,0,1,"compile time, compile time reflection, more debugger support"
4/29/2024 16:02:51,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,1,0,0,0,0,0,0,1,3,0,1,Variadics 
4/29/2024 16:03:13,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,1,0,3,1,0,0,0,0,2,2,0,3,easy linked lists and compile time
4/29/2024 16:04:38,I am part of a company that is using Rust to make games.,Godot + gdnative,1,0,2,5,4,3,4,4,3,0,4,3,0,"Getting finally const generics arithmetic in stable
Being able to have a zig 'comptime' equivalent instead of macros
A real hope that rust async is one day usable"
4/29/2024 16:05:32,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,1,1,2,3,1,2,3,2,1,3,1,1,"compile times, target directory files management"
4/29/2024 16:07:00,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,3,1,2,3,0,0,0,0,0,1,5,0,"- Improve build/compilation in order to reduce iteration time;

- Simplify the way to persist state (usage of lifetimes);

- Style-guide docs, or similar, into how to organize the projects' modules;"
4/29/2024 16:07:56,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,5,3,4,0,1,1,0,4,5,0,0,4,1,"If I could wave a wand: 
- compile and link times would come down dramatically
- the rust toolchain itself would be easier to bootstrap on new platforms. LLVM and the bootstrap process today is fairly hard
- there would be more focus on crates that DO NOT have very many dependencies at all. It’s very easy to add one crate, and have 120 build dependencies."
4/29/2024 16:11:01,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,2,0,0,0,3,3,0,0,1,0,0,"better compile times, more jobs in Rust "
4/29/2024 16:12:06,I have at least one serious hobbyist project that I have or am planning to ship.,Macroquad,3,1,2,0,1,0,2,0,1,0,0,4,0,"Improve Compile times, especially for Wgpu based projects. Made the borrow checker more understanding while still being safe, like partial borrows should work across functions. "
4/29/2024 16:15:39,I'm still learning.,Bevy,0,1,0,0,0,0,0,0,0,0,0,0,0,Compile time
4/29/2024 16:16:05,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,2,1,2,3,1,1,0,3,2,0,0,0,0,"Variadic generics, easier trait object deserialization, compile-time checked interior mutability (probably impossible ;)"
4/29/2024 16:18:56,I'm still learning.,Bevy,5,2,1,3,3,0,2,2,2,1,3,0,0,"1. Not only faster compile time, but make Rust on Windows compile at the same speed as a Linux based system so I don't have to use WSL2 and wait for the cross-compilation step where it to opens a ""Windows"" window instead of the WSL emulated one because the emulation has terrible performance and framerate. Cross-compiling as a whole takes a lot of time.

2. I've heard many people complain about the Orphan rule, so I would try to find a way to get rid of that.

3. I think that, for Rust game development, it would be cool to have a subset of Rust which works with a Garbage Collector, probably by reference counting like GDScript or Swift, so we can use it for easier gameplay logic and UI but also use standard Rust for the Game Engine and tools. "
4/29/2024 16:19:01,"Actually, I only use Rust to make game engines or tools for gamedev.",Macroquad,1,0,0,4,4,1,4,3,0,3,2,0,0,"Introspection, stable ABI, specification"
4/29/2024 16:20:59,"I was ""I  have at least one serious hobbyist project that I have or am planning to ship."" in 2021",gdnative (Rust and Godot),4,3,0,2,1,0,0,0,0,1,0,0,0,"Debugger understands watches accurately (enums with data, standard containers, etc)

Hot reloading, or reloading of modified code from the debugger

Easier dispatch into enumerators whose values have similar methods"
4/29/2024 16:21:39,"I work by myself, but have a project that I have or am planning to sell.",Fyrox,1,1,1,3,2,0,2,1,1,1,1,2,0,"Make orphanage rule optional, that's all."
4/29/2024 16:22:22,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,1,1,1,1,1,3,0,0,1,4,0,0,"UI library, orphan rules, compile times"
4/29/2024 16:25:20,"I work by myself, but have a project that I have or am planning to sell.",Bevy,0,0,1,1,3,0,2,0,0,1,1,0,0,N/A
4/29/2024 16:25:42,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,0,0,4,4,0,0,0,0,0,3,0,1,Built-in reflection. Fast compile times. Custom diagnostics.
4/29/2024 16:26:10,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,3,0,0,4,4,1,1,0,0,1,4,0,0,"No problems with Rust itself.

The main one is of course Bevy UI. I’d like it to be much easier and faster to build UI with ready made widgets + other abstractions, ideally so that I just need to quickly wire them up and style. Of course that’s just the ideal. I trust Bevy UI to get there eventually, and already much better in the mid term.

I’d love it if there were a Bevy Editor. Not so much for asset / scene autoring, but more as a first party collection of debug tools (hierarchy, schedule, tracing, system stepping etc). The pieces are there but they take time to setup and of course they’re third party.

I haven’t used Bevy Audio yet, but i suspect it’s currently sufficient, so as the third item, i would love it if Bevy got as close as possible to UE5 for 3D rendering in the next years. I’m using 2D right now but would love to use 3D in my next game. It’s also slowly getting there imo."
4/29/2024 16:26:23,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,2,0,1,1,0,0,0,0,0,0,0,0,"1. Some sort of field on traits, like structs."
4/29/2024 16:28:12,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,0,3,0,1,0,0,0,0,0,1,2,0,0,"Nicer syntax, being able to bribe the borrow checker so it pretends I didn't break the rules"
4/29/2024 16:29:51,I'm still learning.,Bevy,4,0,0,2,3,0,2,1,1,1,2,0,0,"faster compile times, more mature ecosystem and I can't think of a third thing :("
4/29/2024 16:30:16,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,0,1,0,0,0,2,1,0,0,1,0,0,Console support
4/29/2024 16:30:27,"I work by myself, but have a project that I have or am planning to sell.",No engine / in-house engine,1,1,4,1,3,0,4,0,0,0,4,0,1,Generally every rust poisoning feature is a pain to manage/refact
4/29/2024 16:32:34,I'm still learning.,No engine / in-house engine,4,3,3,3,5,4,2,4,5,2,4,3,3,...
4/29/2024 16:32:39,I'm still learning.,Bevy,1,0,1,2,1,1,2,2,2,0,1,0,1,"I would rethink how macros work to something similar to what Zig does.
Obviously compile times.
I would love functional Object classes and functors like in OCaml."
4/29/2024 16:34:12,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,0,1,1,0,0,0,1,0,3,0,0,"Long outstanding things like std SIMD or const generics would get finished. Somehow the community being robust against serde shenanigans like having two independent, popular serialisation crates."
4/29/2024 16:36:36,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,3,3,2,5,0,0,1,1,0,1,0,0,less strict mode like go
4/29/2024 16:37:42,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,0,0,0,0,0,0,0,0,0,0,0,0,0,Maybe I'd magically fix myself and finally take the time to learn how to really use lifetimes. I've been writing Rust for years and just haven't had to yet :)
4/29/2024 16:39:45,I don't make games in Rust.,No engine / in-house engine,5,4,2,3,4,2,5,4,0,0,4,4,0,"Hot code reloading, a REPL/interactive environment, borrow checker that handles cyclic data"
4/29/2024 16:40:37,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,1,0,4,5,0,0,0,0,0,5,0,2,The only thing to improve is the compilation time and perhaps the orphan rule.
4/29/2024 16:46:33,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,1,0,3,3,0,0,2,1,1,4,0,0,"Tooling, compile time, nothing else"
4/29/2024 16:48:11,I'm still learning.,Bevy,4,1,0,3,1,0,3,3,3,0,1,0,1,"Definitely the compile times, however you don't have much runtime problems since most problems I have are caught at compile time or they are logic problems."
4/29/2024 16:50:44,im not using rust for game dev anymore - turns out it sucks ass for it,No engine / in-house engine,2,3,2,0,2,0,3,0,0,0,0,0,1,i wouldn't since its orthogonal to game development
4/29/2024 16:53:19,I worked for a games company before,Bevy,5,5,3,4,5,3,5,5,0,2,3,5,3,"Self referential structs, immutable types, opt-out from borrow checker"
4/29/2024 16:58:38,"I work by myself, but have a project that I have or am planning to sell.",Bevy,5,3,0,3,0,0,0,0,0,0,1,0,0,"make rust analyzer faster, nicer to use, and generally less cursed : )"
4/29/2024 17:01:10,I don't make games in Rust.,Macroquad,4,5,4,5,1,0,0,0,0,2,4,0,0,A way to build games without using ECS.
4/29/2024 17:04:41,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,0,0,3,0,0,0,0,0,0,0,0,0,"Introspection, More Type operations, get effects under control"
4/29/2024 17:08:25,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,4,4,1,5,3,5,5,3,2,5,1,2,"Compile time reflection, Allow foreign/foreign trait impls if one there are no conflicting implementations, more intelligible macro syntax "
4/29/2024 17:11:55,I'm still learning.,Bevy,2,0,0,3,5,0,0,0,0,0,4,0,0,Better bevy ui support
4/29/2024 17:19:01,Both make games and tools using Rust in a tiny team to support financially by doing contract work.,Bevy,1,0,1,1,2,1,1,2,2,0,2,1,1,"Faster compile times, is my top complain."
4/29/2024 17:20:28,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,0,0,2,3,0,0,0,0,0,2,0,0,"Either compile time reflection for non-macro metaprogramming, or better iteration speed, either through increased compiler speed or hot reloading."
4/29/2024 17:20:58,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,2,0,1,2,0,0,1,2,0,1,0,2,"Compile Times, Tooling beyond VSCode"
4/29/2024 17:21:20,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,0,5,5,0,0,0,0,0,0,0,0,0,0,"Add variadic generics; this would be huge for ECS and other applications that use static dispatch (similar to C++ std::variant with std::visit). Finalize and stabilize allocator-aware collections (again, this exists in C++). Improve async/await support in the standard library (things like async I/O, waiting on OS fences, and waiting on jobs running in multithreaded executors. Like Swift structured concurrency)"
4/29/2024 17:23:18,I am part of a company that uses Rust game tools to make things that are not games.,Bevy,3,1,1,1,2,0,1,4,3,1,4,1,1,Compilation time. GUI with hotreload. true full stack
4/29/2024 17:23:51,I used to make games in Rust.,No engine / in-house engine,4,4,4,2,2,3,5,4,3,2,1,4,2,"Compile Times, Console Support, Saner Borrow Checker"
4/29/2024 17:25:58,I'm still learning.,Bevy,1,1,1,4,4,1,0,0,0,1,3,0,2,Better support for constants in types and ranges and math. Less reliance on unstable and feature flags for fancier type related things. Faster compile times.
4/29/2024 17:27:41,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.","both Bevy & no-engine / in-house, depending on client and project",2,3,2,4,3,2,3,1,1,2,4,3,0,"specialization, rust-analyzer, reflection, proc-macro compile time cost, rust-gpu/spir-v backend, std::simd"
4/29/2024 17:27:53,"Actually, I only use Rust to make game engines or tools for gamedev.",No engine / in-house engine,5,0,1,0,0,0,0,0,2,0,3,0,0,Shorter compile times. Remove exception based control flow for wasm-bindgen. More seamless dynamic linking (hot reload).
4/29/2024 17:29:29,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,5,0,0,5,0,1,1,5,2,0,5,0,0,"Hot reload, "
4/29/2024 17:31:45,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,2,2,4,1,5,5,4,1,3,0,0,no th ing
4/29/2024 17:33:45,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,0,0,4,2,0,0,0,0,0,3,0,0,"Orphan rule, better automatic life time detection "
4/29/2024 17:34:21,I'm still learning.,Bevy,0,0,1,2,3,0,0,0,0,0,1,0,0,"More functional features, lower compile times, and a smart way of integrating so/dll files as the primary library for crates."
4/29/2024 17:38:44,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Macroquad,1,1,2,2,1,0,0,0,4,0,5,4,0,The orphan rules.
4/29/2024 17:41:18,I'm still learning.,Bevy,3,4,0,4,2,0,0,0,0,0,3,0,0,"A Rust “mode” or dialect for prototyping, with relaxed ceremony, e.g. global inference, Arc for all references, something like that"
4/29/2024 17:41:47,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,1,1,2,3,0,2,1,1,1,3,0,1,"- No more explicit lifetime requirements (smarter compiler)
- Faster compile times
- improved IDE and code completion (sometimes they get confused)"
4/29/2024 17:42:24,I don't make games in Rust.,No engine / in-house engine,1,0,2,2,3,0,1,2,2,0,0,0,0,"Easier and better documented libstd porting (especially to non-Unix-based targets), some kind of rapid iteration mode (like that old Cranelift ~PoC-level JIT functionality), graphics support in libstd (I'm not sure that this would be a good idea in general but it'd definitely be helpful for gamedev)"
4/29/2024 17:43:28,I am part of a company that is using Rust to make games.,No engine / in-house engine,5,1,4,1,4,2,2,1,1,0,0,1,0,Ecosystem for GUI Development
4/29/2024 17:43:58,I'm still learning.,Bevy,4,2,0,3,0,0,1,4,0,0,4,0,0,"Faster compile times, ""simpler"" borrowing of game objects/assets etc for reading/mutation."
4/29/2024 17:47:46,"Actually, I only use Rust to make game engines or tools for gamedev.",No engine / in-house engine,0,5,3,0,5,0,5,1,0,0,0,0,0,"Convince the core team to return to rust as a “systems” programming language that competes with C and C++ in scenarios where there are few other options. Things like custom allocator support, embedded and OS level development. But instead they seem hell-bent on web technologies and async. It seems like anything that isn’t async related has been left to rot. "
4/29/2024 17:49:07,I am part of a company that is using Rust to make games.,Bevy,5,2,1,1,4,0,0,5,0,0,3,0,2,"Fast compiles, compile-time reflection, `if let` chains"
4/29/2024 17:49:15,I'm still learning.,Bevy,4,0,2,3,2,0,1,0,1,0,2,0,0,"Move trait instead of pin, less strict coherence, built in async executor & related traits"
4/29/2024 17:51:41,I am part of a company that is using Rust to make games.,Bevy,2,0,5,2,5,2,3,4,4,1,4,2,0,"Non macro meta programming, compile time reflection and introspection"
4/29/2024 17:51:57,I am part of a company that uses Rust game tools to make things that are not games.,Bevy,2,0,4,1,1,0,0,5,5,1,4,0,0,"#70263, specialization."
4/29/2024 17:55:10,"Actually, I only use Rust to make game engines or tools for gamedev.",Macroquad,5,3,0,5,5,0,1,2,1,3,3,0,0,"Compile times, better docs for OpenGL/wgpu etc., difficulty to iterate due to the borrow checker"
4/29/2024 17:57:27,I'm still learning.,Bevy,4,2,1,4,5,1,1,1,2,3,5,2,2,And visual editor or scene composer
4/29/2024 18:03:45,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,3,1,2,3,0,4,2,2,0,2,0,1,JIT version 
4/29/2024 18:06:12,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,2,1,1,1,5,0,2,3,0,0,5,0,0,"Adding garbage collection, improving asynchronous Rust, and reducing compilation time."
4/29/2024 18:07:53,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,0,0,0,4,0,2,0,0,1,4,1,0,"Fix the function coloring problem with async, compile time reflection, eliminate compile time stemming from macros"
4/29/2024 18:09:25,Only as a hobby,Macroquad,1,1,3,5,2,0,0,4,2,0,3,0,0,"- newtype
- less 'static lifetime restrictions
- unified async interface in standard library"
4/29/2024 18:15:15,I have made games in Rust in the past,Bevy,4,0,0,3,0,0,5,3,3,0,4,0,0,"Compile times, more mature ecosystem (v1 and higher crate versions) and better docs (/examples folder aren't docs)"
4/29/2024 18:16:55,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,0,0,0,2,0,0,0,0,0,0,0,0,0,"Generators (in the sense of iterators but written as a function that yields values), more kinds of stuff accepted as generic parameters, and mmm wider adoption (sorry if that is cheating >_<) "
4/29/2024 18:17:03,I'm still learning.,Bevy,4,1,0,5,3,0,0,1,2,1,4,0,0,"- Faster compilation
- Less lifetime confusion
- Fewer really difficult to use/understand crates"
4/29/2024 18:19:09,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,0,0,2,1,2,0,2,2,2,0,2,2,0,More devs
4/29/2024 18:19:55,I'm still learning.,Bevy,5,0,1,4,5,1,0,1,2,3,3,3,0,Builds taking up hundreds of GB on my HDD for trying example projects 
4/29/2024 18:21:44,"I have a game engine and game editor in rust that I am looking to sell commercially. I have another project that is already released that has parts written in rust. And I am currently working on a third, unrelated project,  on my own, that I intend to sell commercially ",In house and Bevy,2,2,4,5,4,4,0,0,0,2,3,0,1,"I would love if there was a scripting language with most of the features of rust but without the complexity, sorta like C# is to Rust. It'd keep most, if not all of the syntax, but it would add a garbage collector as well as a borrow checker (when the borrow checker fails, it falls back to a garbage collector) and allow for aliases mutable references on the same thread.
There are a lot of nightly features I have wished I could reach for but have been unable to because there's still some discussion over naming (e.g is_some_and) or there have been no comments on the github issue in years. I understand why it can be so slow to add features into the compiler or stdlib, but it is. So annoying when something you need to get the job done is locked behind nightly. Usually it's not possible to do it without the feature either, even with more or unsafe code. It's possible to make thin dyn pointers without ptr_meta but because align_of_raw is not stabilized yet it's not possible without using undefined behavior or increasing the size of the thin pointer."
4/29/2024 18:26:00,I'm still learning.,Bevy,2,0,0,3,3,0,0,0,0,1,1,1,0,"Easy delegation, generators, crate / package split (orphan rule only at package boundaries?)"
4/29/2024 18:28:44,Recently moved game project away from Rust,Bevy,5,5,2,3,3,0,0,0,0,3,3,1,2,"Compile times, hot reloading, maturity (stabilized eco-system and best practices)"
4/29/2024 18:28:58,I don't make games in Rust.,No engine / in-house engine,0,0,0,5,5,0,2,3,0,5,5,0,0,please add a level editor…
4/29/2024 18:30:28,"Actually, I only use Rust to make game engines or tools for gamedev.",No engine / in-house engine,2,5,0,0,3,0,2,3,1,0,0,0,0,"Generative Macros, so I can collect a set of tagged functions and insert them into a codeblock. Like automatic discovery of in game command line commands.

Reflection. Reflection and Introspection (even by traits and derive macro) are a pain.

Type Discovery. So I can automatically register types ans reflect on them. I.e. user code can then live in a crate and it is easy to build an inspector UI without some weird workarounds."
4/29/2024 18:30:44,"Actually, I only use Rust to make game engines or tools for gamedev.",nannou,1,0,2,5,2,2,1,2,3,1,3,0,0,compile times
4/29/2024 18:36:39,I don't make games in Rust.,Bevy,0,1,3,3,0,0,0,0,3,3,3,0,0,"solve the serde-alternative scaling issue, effect system, variadics"
4/29/2024 18:36:43,"Actually, I only use Rust to make game engines or tools for gamedev.",Bevy,3,3,1,3,5,1,3,1,1,1,5,0,1,Faster compile times. Single agreed upon async runtime.
4/29/2024 19:07:14,"I work by myself, but have a project that I have or am planning to sell.",Bevy,3,2,2,3,5,0,1,0,3,2,4,0,5,"Smarter borrow checker, stable abi, compile time reflection"
4/29/2024 19:09:18,I'm still learning.,Comfy,3,3,4,5,4,1,1,3,4,5,2,2,4,"the three things its. Immature mobile support,Long compile and iteration times,Poor tooling for artists and game designers then the learning and docks"
4/29/2024 19:22:02,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Macroquad,5,4,2,1,1,2,3,0,1,2,0,0,0,"1) Reliable hot reloading without caveats (see liveplusplus.tech e.g. https://internals.rust-lang.org/t/trying-to-make-live-support-rust/16519 ) 2) Partial borrows, or alternatively ""I know what I'm doing here so just let me have many mutable references at once without UB please"" mode (i.e. turn off noalias expectation inside a lexical scope) 3) An Unsafecell variant that is Copy."
4/29/2024 19:33:37,"Actually, I only use Rust to make game engines or tools for gamedev.",Bevy,5,2,2,3,4,1,3,1,1,3,4,2,2,"Faster compile times, faster rust-analyzer, more UI tooling"
4/29/2024 19:33:54,I'm still learning.,Bevy,0,0,4,5,5,0,0,0,0,0,4,0,0,How to use traits for idiomatic code suggestions 
4/29/2024 19:34:34,I'm still learning.,Bevy,5,5,3,3,5,2,2,2,0,2,4,1,2,"Debugging support, compile times, having more and more ergonomic ways of avoiding borrow checker when you know what you're doing."
4/29/2024 19:40:55,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,1,3,3,0,0,1,0,1,0,4,0,1,"Dynamic code generation, better abstractions over tuples"
4/29/2024 19:42:41,I am part of a company that uses Rust game tools to make things that are not games.,Bevy,3,1,0,1,0,0,0,0,0,1,2,3,0,Better caching for compile times/features. Better async errors. Rust AI benchmark to improve LLM performance for Rust.
4/29/2024 19:44:05,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,3,2,1,4,1,2,3,3,1,3,4,0,"- disable borrow checker for single threaded apps, i.e. to pass multiple mutable references
- easier bridging async to sync code instead of having to use quasi actors/channels
- allow multi threaded apps to magically compile to wasm environment (running single threaded but concurrently)"
4/29/2024 19:50:39,I use Rust game tools to make things that are not games as a hobby or passion.,Bevy,0,0,3,1,4,3,3,4,2,1,3,3,1,"Compile time reflection, enum variants are types, opt in/out orphan rules, better trait solver, specialization "
4/29/2024 19:55:44,I'm still learning.,Bevy,2,0,0,4,0,0,0,0,0,1,2,0,0,Idk
4/29/2024 20:16:32,I'm still learning.,Bevy,4,0,0,1,0,0,0,0,0,0,0,0,0,Make explorative programming less time-consuming (Maybe profiles could help?). Support for type-driven metaprogramming (Reflection or Zig-like comptime?). Less privileged standard library and more extensible tooling (e.g. custom lints and replacable prelude).
4/29/2024 20:16:50,I use Rust game tools to make things that are not games as a hobby or passion.,Bevy,2,0,1,2,1,0,0,3,1,0,1,0,4,"Better ways to support rust-analyzer in macros, a way to have a tuple of things that implement a trait as a native feature for better errors and compile time reflection"
4/29/2024 20:25:07,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,1,1,4,2,0,0,0,2,0,0,1,0,1,"- Stable ABI.
- Robust JIT compilation or a much smaller toolchain to package alongside launcher binary to compile source files like the JVM / CLR. (Modding with turtles all the way down! I feel that just embedding lua is a huge missed opportunity)
- Make Box<T; N> *always* initialise on the heap and not cause stack overflow in debug mode, and by extension not have to use the vec!.into_boxed_slice() hack."
4/29/2024 20:39:43,"I work by myself, but have a project that I have or am planning to sell.",Bevy,3,0,1,1,3,0,1,3,1,0,2,0,0,"faster compile times, smaller build artifacts (it's 100s of GBs after a while without cleaning"
4/29/2024 20:45:11,I don't make games in Rust.,Bevy,5,4,3,3,5,2,5,5,4,4,4,2,3,"Easier to prototype things.
Faster compilation time.
GC"
4/29/2024 20:47:03,I'm still learning.,Bevy,2,3,3,4,5,3,3,0,1,2,5,2,1,"Enable Partial Borrows - Not being able to partial borrow causes a ton of refactoring headaches, even when it's the partial borrow doesn't overlap with another partial borrow. I understand this is a hard problem to fix, or may be better served by some best practices or infrastructure that makes doing this easier.

Fix (be able to ignore) Newtype idioms - Causes a lot of coding overhead to create newtypes every time a type from dependency A is used in dependency B. This is totally a required solve in libraries for open-source. But I'm building application software, I don't have to care because they will be the only instances of these types. I feel good about proposals to turn the requirement off.

Fix Feature Flags - Need mutually exclusive features for client / server builds. Require the capacity to be subtractive (not shipping server code in the client). Conditional compilation isn't well supported by tools (cargo check false positives a lot). Need to be able to support different kinds of builds: server, client, debug, test, profile, release_with_inspection, release.

Bonus points to figure out how to canonically well-support UI and Hot-Reloading. I'd prioritize that over the above, save maybe partial borrows. But those aren't ""things about Rust itself"""
4/29/2024 20:48:10,I use Rust game tools for academic research.,No engine / in-house engine,2,1,0,1,0,0,0,0,0,0,1,0,0,"There needs to be a way to construct an Instant from raw system time, refinement types"
4/29/2024 20:54:19,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",No engine / in-house engine,2,0,1,0,4,0,4,0,0,0,4,0,0,"The language is great, only needs more focus on games - especially among the engine devs. Dogfooding ftw."
4/29/2024 21:08:07,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,2,3,2,2,0,0,5,2,2,4,0,2,"Compile times, rust-analyzer memory footprint, better debug/perf tooling for windows"
4/29/2024 21:09:02,I'm still learning.,Bevy,4,0,0,2,0,0,0,0,0,0,0,0,0,"Faster compile times, better LSP support in general (Rust analyzer can be slow or not work right), simpler macros"
4/29/2024 21:14:15,I am part of a company that is using Rust to make games.,Bevy,4,2,3,5,4,1,5,4,1,2,3,5,0,Improve crates maturity 
4/29/2024 21:14:25,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,2,2,2,1,0,0,0,0,3,0,0,0,0,"Perfect const expression evaluation (c++ levels of tmp)
Stabalization of rustfmt features
Variadic generics"
4/29/2024 21:18:06,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,2,1,1,2,5,1,0,0,0,2,5,0,0,"Compiler support enforcing certain optimisations, eg compile error if bounds checks didn't get removed here.

More support for writing rust tooling. I wrote this proof of concept the other week (https://github.com/tbillington/bevy_game_docs), it would be awesome to make it easier to consume output of tools like rustdoc or to build editor integrations so I can project specific info/lints/suggestions.

More const (eg array_chunks) available/in stable."
4/29/2024 21:20:13,Hobbyist game developer,Raylib Rust bindings,5,3,0,5,5,0,0,1,4,0,1,0,1,"I wish Rust had more functionality in the standard lib rather relying on third party packages which take up huge swathes of the ecosystem.
I also wish that lifetimes werent an infectious constraint. requiring that all types that use values with lifetimes also have to specify a lifetime.
I wish hot reloading and dynlib wasnt such a pain
"
4/29/2024 21:32:40,"I work for Foresight, making CAD tools using bevy and rust.",Bevy,4,1,3,5,5,0,0,4,1,0,4,0,2,"The nuke the orphan rule, stabilize portable SIMD, remove the stereotype of the rust developer community as evangelical hype-chasers rather than serious engineers."
